claim,claim_en,verdict,train_mask,val_mask,test_mask,health_word
"Seit die Welt mit Impfungen gegen die Ausbreitung des neuartigen Coronavirus vorgeht, häufen sich in diversen Gruppen auch Warnungen vor dem Impfstoff. Ein neuer Beleg, dass Impfen schädlich sei, sollen angebliche Informationen aus dem Universitätsklinikum Mannheim sein. Dort sollen die 75 der insgesamt 80 Mitarbeiter auf der Kinderstation, die bereits die erste Dosis erhalten haben, über Nebenwirkungen geklagt haben. 30 Mitarbeiter, die schon die zweite Dosis erhielten, seien aufgrund heftiger Nebenwirkungen sogar krankgeschrieben, heißt es in einem Facebook-Posting.","Since the world has been taking action against the spread of the new coronavirus with vaccinations, warnings about the vaccine have been increasing in various groups. A new evidence that vaccination is harmful is alleged to be information from the University Hospital Mannheim. There, 75 of the 80 employees on the children's ward, who have already received the first dose, are said to have complained about side effects. 30 employees who already received the second dose are even on sick leave due to severe side effects, according to a Facebook post.",misinformation,True,False,False,hospital
"In een post op Facebook wordt gesteld dat een ""politieke partij die eerst verboden was ..nieuw leven is ingeblazen"". Bij de post is een uittreksel geplaatst uit het nieuwe programma van de Partij voor Naastenliefde, Vrijheid en Diversiteit (PNVD). Daarin wordt onder meer gepleit voor de opheffing van leeftijdsgrenzen voor seks met wederwijdse instemming. Critici omschrijven de PNVD als ""pedopartij"", ook in commentaren bij de posting.","A post on Facebook states that a ""political party that was previously banned ..has been revived"". An extract from the new program of the Party for Charity, Freedom and Diversity (PNVD) has been placed with the post. This calls for, among other things, the abolition of age limits for sex with mutual consent. Critics describe the PNVD as a ""pedo party"", also in comments to the posting.",misinformation,True,False,False,age
"Gegner der Corona-Maßnahmen behaupten immer wieder, die Pandemie sei nur inszeniert. Im Internet kursiert nun ein Video (hier archiviert), das als Beleg für diese These geteilt wird. Darin sieht man einen Covid-Patienten, der beatmet werden muss und von medizinischem Personal in Schutzanzügen behandelt wird. Das Ende des Clips macht auf den ersten Blick jedoch stutzig: Im Hintergrund taucht für einen kurzen Moment ein Mann gänzlich ohne Schutzausrüstung auf. Ist die Szene also gestellt?","Opponents of the corona measures keep claiming that the pandemic was only staged. A video is now circulating on the Internet (archived here) that is shared as evidence of this thesis. In it you can see a Covid patient who has to be ventilated and is treated by medical staff in protective suits. At first glance, however, the end of the clip makes you suspicious: A man appears in the background for a brief moment, completely without protective equipment. So is the scene set?",misinformation,True,False,False,patient
"Mehrfach kursierte in den vergangenen Monaten die Behauptung, dass die Corona-Pandemie nur inszeniert sei. Nun heißt es bei Facebook, ein aktuelles Video liefere den Beweis dafür. «Hier entstehen die Bilder für BILD & ARD/ZDF», steht in einer Videobeschreibung (Beitrag archiviert, Video archiviert). In anderen Varianten heißt es: «Alles nur Schauspielerei und Show» oder «DIE CORONA LÜGE». In dem Clip sind junge Frauen in Krankenhausbetten zu sehen. Sie tragen Masken und teilweise Sauerstoffschläuche in der Nase. «Also wir liegen hier und simulieren, wie man gut sehen kann, weil das das neue Corona-Testzentrum ist, ja und jetzt ein Testdurchlauf vorgenommen wird. Wir haben bestimmte Aufgaben bekommen», sagt eine der Frauen im Video. Am Ende ergänzt sie: «Und ich kriege für das Ganze hier Geld.»","The claim that the corona pandemic was only staged has circulated several times in the past few months. Now it is said on Facebook that a recent video provides proof of this. “This is where the images for BILD & ARD / ZDF are created”, says a video description (article archived, video archived). In other variants it says: “All just acting and show” or “THE CORONA LIE”. The clip shows young women in hospital beds. They wear masks and sometimes oxygen tubes in their noses. «So we lie here and simulate, as you can see, because this is the new Corona test center, yes and now a test run is being carried out. We were given certain tasks, ”says one of the women in the video. At the end she adds: ""And I'll get money for the whole thing.""",misinformation,True,False,False,hospital
"Die Thesen des Lungenarztes und ehemaligen Bundestagsabgeordneten Wolfgang Wodarg zum Coronavirus kursieren seit Wochen durch soziale Netzwerke. Wodargs Behauptungen gründeten anfangs vor allem auf den Daten des Netzwerkes EuroMOMO, das Daten zur Sterblichkeit in europäischen Ländern abbildet. Mitte März behauptete Wodarg, die Covid-19-Pandemie könne gar nicht so gefährlich seien, sonst sähe man in den Statistiken von EuroMOMO höhere Todeszahlen. (http://dpaq.de/6ZudR) Diese Argumentation wird seither von mehreren Nutzern in sozialen Netzwerken übernommen. (http://dpaq.de/2WFYH)","The theses of the pulmonologist and former member of the Bundestag Wolfgang Wodarg on the coronavirus have been circulating through social networks for weeks. Wodarg's claims were initially based primarily on data from the EuroMOMO network, which provides data on mortality in European countries. In mid-March, Wodarg claimed that the Covid-19 pandemic could not be that dangerous, otherwise one would see higher death rates in the statistics from EuroMOMO. (http://dpaq.de/6ZudR) This line of argument has since been adopted by several users in social networks. (http://dpaq.de/2WFYH)",misinformation,True,False,False,mortality
"പർവേസ് എന്ന ഉപയോക്താവ് ട്വിറ്ററിൽ പങ്കിട്ട വീഡിയോ അവകാശപ്പെടുന്നു: “ലോകാരോഗ്യസംഘടന യു-ടേൺ എടുത്തിട്ടുണ്ട്, ഇപ്പോൾ കൊറോണ വൈറസ് ബാധിച്ച രോഗികളെ ഒറ്റപ്പെടുത്തുകയോ ക്വാറന്റേറ്റ് ചെയ്യുകയോ സാമൂഹിക അകലം പാലിക്കുകയോ ആവശ്യമില്ലെന്ന് പറയുന്നു. രോഗബാധിതരായ ആളുകൾക്ക് ഒരു രോഗിയിൽ നിന്ന് മറ്റൊരാളിലേക്ക് വൈറസ് പകരാൻ പോലും കഴിയില്ലെന്നും ഇത് അവകാശപ്പെടുന്നു.","A video shared on Twitter by user Pervez claims: “The World Health Organization (WHO) has taken a U-turn, saying that there is no need to isolate, quarantine or socialize patients infected with the corona virus. It also claims that infected people cannot even transmit the virus from one patient to another.",misinformation,True,False,False,patient
"In een post op Facebook wordt gesteld dat het Rijkinstituut voor Volksgezondheid en Milieu (RIVM) zou ""liegen"" over zijn statistieken. Mensen die positief zijn getest op het nieuwe coronavirus dat COVID-19 veroorzaakt, zouden automatisch worden gepresenteerd als ""patiënt"". Ook wordt gesteld dat de ziekenhuisopnames ""nooit een juiste indicator"" van de stand van de pandemie zouden zijn geweest omdat het RIVM zijn evaluatie nu baseert op de PCR-testuitslagen.","In a post on Facebook it is stated that the National Institute for Public Health and the Environment (RIVM) would ""lie"" about its statistics. People who tested positive for the novel coronavirus that causes COVID-19 would automatically be presented as ""patient"". It is also stated that the hospital admissions would ""never have been a correct indicator"" of the status of the pandemic because RIVM now bases its evaluation on the PCR test results.",misinformation,True,False,False,"hospital, patient"
"Einige Menschen stören sich an der Maskenpflicht als Massnahme gegen die Ausbreitung von Covid-19. Gegner der Masken argumentieren, dass diese schädlich für die Gesundheit seien. Derzeit seien etwa alleine in Wien zehn Kinder mit einer Lungenpilzinfektion im Spital, behauptet etwa ein Post auf Facebook (hier archiviert). Quelle soll eine nicht näher genannte Ärztin sein.","Some people are bothered by the mask requirement as a measure against the spread of Covid-19. Opponents of the masks argue that they are harmful to health. In Vienna alone there are currently ten children with a fungal lung infection in hospital, claims a post on Facebook (archived here). The source is said to be an unspecified doctor.",misinformation,True,False,False,hospital
نجم فريق يوفنتوس، البرتغالي كريستيانو رونالدو بصدد تحويل الفندق الخاص به إلى مستشفى لرعاية مرضى كورونا.,"Juventus star, Cristiano Ronaldo, is about to convert his hotel into a hospital to care for Corona patients.",misinformation,True,False,False,hospital
Christiano Ronaldo Ubah Hotelnya Jadi RS Corona,Cristiano Ronaldo Turns His Hotel into a Corona Hospital,misinformation,True,False,False,hospital
Cristiano Ronaldo mengalihfungsikan hotelnya menjadi rumah sakit untuk pasien COVID-19,Cristiano Ronaldo converts his hotel into a hospital for COVID-19 patients,misinformation,True,False,False,hospital
Cristiano Ronaldo forvandler luksushotel til coronahospital – betaler selv lægernes lønninger,Cristiano Ronaldo transforms luxury hotel into corona hospital - pays the doctors' salaries himself,misinformation,True,False,False,hospital
"Trotz hoher Corona-Fallzahlen lockert Belgien ab 1. Oktober einige Maßnahmen gegen die Ausbreitung des Virus - zum Beispiel die Maskenpflicht auf öffentlichen Plätzen und die Dauer der Quarantänepflicht. Laut einem Facebook-Post vom 24. September ist auch geplant, statt PCR-Tests in Zukunft die Anzahl der Krankenhausaufenthalte «als Maß der Verbreitung des Virus» heranzuziehen (hier archiviert).","Despite the high number of corona cases, Belgium is loosening some measures against the spread of the virus from October 1st - for example, the mask requirement in public places and the duration of the quarantine requirement. According to a Facebook post on September 24, there are plans to use the number of hospital stays “as a measure of the spread of the virus” instead of PCR tests (archived here).",misinformation,True,False,False,hospital
"Ein Foto von Alain Berset wird bei Facebook geteilt, auf dem im Hintergrund Puppen in Spitalbetten zu sehen sind (hier archiviert). In der Bildlegende steht, der Bundesrat sei zu Besuch in einem Spital in Neuenburg. Im Post wird ersichtlich, dass blick.ch das Bild mit der Legende so veröffentlicht hat.",A photo of Alain Berset is shared on Facebook with dolls in hospital beds in the background (archived here). The caption says that the Federal Council is visiting a hospital in Neuchâtel. In the post you can see that blick.ch published the picture with the legend in this way.,misinformation,True,False,False,hospital
"Da die Anzahl der Corona-Infektionen in Deutschland im Winter anstieg, wurden im Januar 2021 viele Massnahmen verschärft. So ist im Bundesland Bayern das Tragen von FFP2-Masken im Einzelhandel sowie im öffentlichen Nahverkehr zur Pflicht geworden. Reicht dies für eine Schlussfolgerung, dass die bis zu diesem Zeitpunkt geltenden Massnahmen wirkungslos waren? In einem Facebook-Post (hier archiviert) werden der Kanzlerin Angela Merkel und dem bayrischen Ministerpräsidenten Markus Söder vermeintliche Aussagen in den Mund gelegt. So stellt die Kanzlerin auf dem Bild zum Beispiel fest: «Du sagst ja damit implizit, dass alle Masken vorher sinnfrei waren ...?!» Auch wird behauptet, während der Corona-Pandemie habe es keine Übersterblichkeit gegeben.","Since the number of corona infections in Germany increased in winter, many measures were tightened in January 2021. In the state of Bavaria, for example, it has become mandatory to wear FFP2 masks in retail and local public transport. Is this sufficient to conclude that the measures in force up to that point in time were ineffective? In a Facebook post (archived here), the Chancellor Angela Merkel and the Bavarian Prime Minister Markus Söder put alleged statements in the mouth. For example, the Chancellor stated in the picture: ""You are implicitly saying that all masks were previously meaningless ...?!"" It is also claimed that there was no excess mortality during the corona pandemic.",misinformation,True,False,False,mortality
"Immer wieder werden in den Sozialen Medien Zahlen zur Sterblichkeit in Österreich geteilt. Dass sich die Zahl der Toten im Jahr 2020 von jenen der Jahre davor angeblich kaum unterscheide, soll als Beleg dafür dienen, dass die Corona-Pandemie längst nicht so schlimm sei wie behauptet. «Nur 2020 veranstaltete die Regierung Vollsperren mit allen massiven wirtschaftlichen, demokratischen, gesundheitlichen & seelischen Schäden. Verantwortungslose Maßnahmen, wie die Zahlen eindrucksvoll beweisen», heißt es im Posting (hier archiviert). Als Quelle für die Zahlen wird Statistik Austria genannt.","Time and again, figures on mortality in Austria are shared on social media. The fact that the number of deaths in 2020 supposedly hardly differs from that of the years before should serve as evidence that the corona pandemic is nowhere near as bad as claimed. «Only in 2020 did the government hold full lockdowns with all massive economic, democratic, health and mental damage. Irresponsible measures, as the numbers impressively prove, ”it says in the post (archived here). Statistics Austria is cited as the source for the figures.",misinformation,True,False,False,mortality
"Auch Monate nach Ausbruch des Coronavirus bezweifeln einige Internet-Nutzer, ob es überhaupt eine Pandemie gibt bzw. relativieren sie. Derzeit wird etwa in einem Facebook-Posting (hier archiviert) behauptet, dass es in Deutschland im Jahr 2020 eine Untersterblichkeit gab. 2020 sollen 904 270 Menschen gestorben sein und damit weniger als in den fünf Jahren davor. «Wie kann es sein das bei einer Pandemie in Deutschland gesamt weniger Menschen sterben als vorher?», heißt es in dem Beitrag. Als Quelle führt der User das Statistische Bundesamt an. Der angegebene Link führt aber ins Leere.","Even months after the outbreak of the coronavirus, some Internet users doubt whether there is even a pandemic or put it into perspective. For example, a Facebook posting (archived here) is currently claiming that there was an under-mortality in Germany in 2020. In 2020, 904 270 people are said to have died, less than in the five years before. ""How can it be that fewer people die than before in a pandemic in Germany?"" The user cites the Federal Statistical Office as the source. The given link leads nowhere.",misinformation,True,False,False,mortality
"Auch Monate nach Ausbruch des Coronavirus bezweifeln einige Internet-Nutzer, dass es überhaupt eine Pandemie gibt bzw. relativieren sie. Derzeit wird etwa in einem Facebook-Beitrag (hier archiviert) behauptet, dass es in Deutschland im Jahr 2020 eine Untersterblichkeit gab. 2020 sollen 904 270 Menschen gestorben sein und damit weniger als jeweils in den fünf Jahren davor. «Wie kann es sein das bei einer Pandemie in Deutschland gesamt weniger Menschen sterben als vorher?», heißt es in dem Beitrag. Als Quelle führt der User das Statistische Bundesamt an. Der angegebene Link führt aber ins Leere.","Even months after the outbreak of the coronavirus, some Internet users doubt that there is even a pandemic or put it into perspective. For example, a Facebook post (archived here) is currently claiming that there was an under-mortality in Germany in 2020. In 2020, 904,270 people are said to have died, less than in the previous five years. ""How can it be that fewer people die than before in a pandemic in Germany?"" The user cites the Federal Statistical Office as the source. The given link leads nowhere.",misinformation,True,False,False,mortality
"Katzen, Hunde, Vögel - Tiere sorgen in sozialen Medien oft für viele Likes. Zurzeit schafft das eine vermeintlich fürsorgliche Taube. Auf Facebook verbreitet sich das Foto eines älteren Manns im Krankenhaus, auf dessen Bett die Taube sitzt. Eine Krankenschwester habe das Bild gemacht, heißt es im Beitrag (hier archiviert). Dazu habe sie geschrieben:

«Es ist 23 Tage her, seit dieser Patient ins Krankenhaus angekommen ist, und in diesen 23 Tagen ist niemand aus seiner Familie gekommen um ihn zu besuchen. Aber eine Taube kommt alle 2 Tage und sitzt auf seinem Bett.» Später habe die angebliche Krankenschwester herausgefunden, dass der Patient jeden Tag auf einer Bank in der Nähe der Klinik gesessen und Tauben gefüttert habe. Fazit: «Das zeigt das (sic!) Tiere mehr Herz haben als Menschen».","Cats, dogs, birds - animals often generate a lot of likes on social media. A supposedly caring pigeon is currently doing this. The photo of an elderly man in the hospital with the pigeon sitting on his bed spreads on Facebook. A nurse took the picture, it says in the post (archived here). She wrote:

“It has been 23 days since this patient came to the hospital and no one from his family has come to see him in those 23 days. But a pigeon comes every two days and sits on his bed. "" The alleged nurse later found out that the patient sat on a bench near the clinic and fed pigeons every day. Conclusion: ""That shows that (sic!) Animals have more hearts than humans"".",misinformation,True,False,False,"hospital, patient"
"Szczepionka mRNA przeciw COVID-19 doprowadziła do tego, że zmarło 40 razy więcej seniorów i 260 razy więcej osób w młodszych grupach wiekowych, niż zmarłoby w przypadku zwykłego zakażenia COVID-19.",The mRNA vaccine against COVID-19 has led to 40 times more seniors and 260 times more people in the younger age groups dying than would have died from the usual COVID-19 infection.,misinformation,True,False,False,age
"Viele schwere Nebenwirkungen durch Corona-Impfstoffe, aufgeführt in einem offiziellen Bericht der britischen Arzneimittelbehörde MHRA: Diese Behauptung wird derzeit in mehreren Artikeln aufgestellt, die sich in den sozialen Netzwerken verbreiten. So sollen fünf Menschen erblindet sein, 21 einen Schlaganfall erlitten haben, vier eine Fehlgeburt und 107 Menschen sollen gestorben sein - «und das alles als Folge eines experimentellen, notfallmäßig zugelassenen Impfstoffs», wie die Seite «Unser Mitteleuropa» schreibt (hier archiviert). Auf der Schweizer Seite «Uncut-News» heißt es (hier archiviert): «Alles dank eines experimentellen Impfstoffs». Was aber besagen die offiziellen Behördenangaben aus Großbritannien wirklich?","Many serious side effects from corona vaccines, listed in an official report by the UK Medicines Agency MHRA: This claim is currently being made in several articles spreading on social media. Five people are said to be blind, 21 have suffered a stroke, four miscarriages and 107 people are said to have died - “and all as a result of an experimental, emergency approved vaccine”, as the page “Our Central Europe” writes (archived here). On the Swiss page “Uncut-News” it says (archived here): “Everything thanks to an experimental vaccine”. But what do the official information from the UK authorities really mean?",misinformation,True,False,False,stroke
"Mit Kritik an angeblich «gleichgeschalteten Wissenschaftlern und Medien» versucht ein Artikel auf dem Blog «Philosophia Perennis», Zweifel an den bisherigen behördlichen Erkenntnissen zum Zusammenhang von Corona-Impfungen und Todesfällen zu wecken (hier archiviert). Der Vorwurf: Bei den bislang offiziell genannten 113 Menschen, deren Tod in einem zeitlichen Zusammenhang mit einer Corona-Impfung von den Behörden registriert wurde, würden hohes Alter und Vorerkrankungen als Faktoren angeführt - anders als bei den offiziell gemeldeten Corona-Todesfällen. Die Rede ist von «exorbitant hohen Sterbefällen» - gemeint ist wohl eine unerwartet hohe Zahl an Sterbefällen nach Corona-Impfungen. Zudem behauptet der Artikel: In Österreich gebe es «umfangreiche Weigerungen von Pflegepersonal», sich impfen zu lassen.","With criticism of supposedly “synchronized scientists and media”, an article on the blog “Philosophia Perennis” tries to arouse doubts about the previous official findings on the connection between corona vaccinations and deaths (archived here). The accusation: In the case of the 113 people officially named so far, whose death was registered by the authorities in a temporal connection with a corona vaccination, old age and previous illnesses were cited as factors - unlike the officially reported corona deaths. We are talking about ""exorbitantly high deaths"" - what is probably meant is an unexpectedly high number of deaths after corona vaccinations. In addition, the article claims: In Austria there are “extensive refusals by nursing staff” to be vaccinated.",misinformation,True,False,False,age
"vacunas de ARNm de última generación intervienen directamente en el material genético del paciente y, por lo tanto, modifican el material genético individual, lo que representa una manipulación genética","Next-generation mRNA vaccines intervene directly in the patient's genetic material and thus modify individual genetic material, representing genetic manipulation",misinformation,True,False,False,patient
De afschaffing van de mondmaskers ligt aan de basis van een daling van het aantal ziekenhuisopnames in de Amerikaanse staat Texas.,The abolition of face masks is at the root of a decline in the number of hospital admissions in the US state of Texas.,misinformation,True,False,False,hospital
Er is geen enkele wetenschappelijke reden om gezonde mensen jonger dan 50 of mensen die al COVID-19 hebben gehad in te enten met een coronavaccin.,There is no scientific reason to vaccinate healthy people under the age of 50 or people who have already had COVID-19 with a corona vaccine.,misinformation,True,False,False,age
रूस की एक मेडिकल यूनिवर्सिटी ने दुनिया की पहली कोरोना वैक्सीन का क्लिनिकल ट्रायल पूरा कर लिया है.,A Russian medical university has completed the clinical trial of the world's first corona vaccine.,misinformation,True,False,False,clinical trial
दिल्ली के सर ​गंगा राम अस्पताल के डॉक्टर ने सलाह दी है कि खूब पानी पीने और गर्म पानी में सिरका या नमक डालकर गरारे करने से कोरोना वायरस को खत्म किया जा सकता है.,A doctor from Delhi's Sir Ganga Ram Hospital has advised that the corona virus can be eliminated by drinking plenty of water and gargling with vinegar or salt in hot water.,misinformation,True,False,False,hospital
ఉస్మానియా ఆసుపత్రిలో కరోనా వైరస్ బారిన పడి ప్రాణాలు కోల్పోయిన వ్యక్తుల శవాలకు సంబంధించిన వీడియో,Video of corpses of corona virus victims at Osmania Hospital,misinformation,True,False,False,hospital
"बेंगलुरु के विक्टोरिया अस्पताल का वीडियो, जहां ओपीडी के बाहर छोटी सी जगह में भारी भीड़ एकत्र हो गई.","Video from Victoria Hospital in Bangalore, where a large crowd gathered in a small space outside the OPD.",misinformation,True,False,False,hospital
Claim what was Sadhvi Pragya's age when babri was demolished,Claim what was Sadhvi Pragya's age when babri was demolished,misinformation,True,False,False,age
நீதிமன்றத்தின் ஆனையின்படி அநியாயமாக இடித்த பாபர் மசூதிக்கு பரிகாரமாக முஸ்லிம்களின் வஃக்பு வாரியதிற்கு கிடைக்கும் ஐந்து ஏக்கர் நிலத்தில் பிரம்மாண்டமான பாபர் மருத்துவமனை கட்ட வாரியம் முடிவு. இலவசமாக செயல்படும் இந்த மருத்துவமனை நிர்வாகிக்கும் பொருப்பு மற்றும் தலைமை மருத்துவராக டாக்டர் கபில்கான் அவர்களை நியமனம் செய்யபடும். AIIMS மருத்துவமனையைவிட பிரம்மாண்டம் செயல்படுத்த வஃக்பு வாரியம் முடிவு.,The Board has decided to build a huge Babri Hospital on five acres of land available to the Waqf Board of Muslims as compensation for the Babri Masjid which was unjustly demolished as per the court order. Dr. Kapil Khan will be the person in charge of managing this hospital which will function free of cost and will be appointed as the Chief Physician. The Waqf Board decided to implement a larger than AIIMS hospital.,misinformation,False,True,False,hospital
ਦਾਅਵਾ ਕੀਤਾ ਜਾ ਰਿਹਾ ਹੈ ਕਿ ਸੁੰਨੀ ਵਕਫ ਬੋਰਡ ਨੇ ਅਯੋਧਿਆ ਵਿਚ ਮਿਲੀ ਜਮੀਨ 'ਤੇ 'ਬਾਬਰੀ ਹਸਪਤਾਲ' ਬਣਾਉਣ ਦਾ ਫੈਸਲਾ ਲਿਆ ਹੈ ਅਤੇ ਵਾਇਰਲ ਤਸਵੀਰ ਓਸੇ ਹਸਪਤਾਲ ਦਾ ਪ੍ਰਤਾਵਿਤ ਡਿਜ਼ਾਈਨ ਹੈ।,It is claimed that the Sunni Waqf Board has decided to build a 'Babri Hospital' on the land allotted in Ayodhya and the viral picture is the proposed design of the same hospital.,misinformation,False,True,False,hospital
Sunni Waqf Board deciding to build Babri Hospital in Ayodhya,Sunni Waqf Board deciding to build Babri Hospital in Ayodhya,misinformation,False,True,False,hospital
A Babri Hospital will be built with Kafeel Khan as its director,A Babri Hospital will be built with Kafeel Khan as its director,misinformation,False,True,False,hospital
বাবরি হাসপাতাল তৈরি করা হবে যেখানে কাফিল খানকে পরিচালক করা হবে,Babri Hospital will be built where Kafil Khan will be the director,misinformation,False,True,False,hospital
நீதி மன்றத்தின் ஆனையின்படி அநியாயமாக இடித்த பாபர் மசூதிக்கு பகரமாக முஸ்லிம்களின் வஃக்பு வாரியதிற்கு கிடைக்கும் ஐந்து ஏக்கர் நிலத்தில் பிரம்மாண்டமான பாபர் மருத்துவமனை கட்ட வாரியம் முடிவு என ஃபேஸ்புக் பக்கத்தில் ஒரு மருத்துவமனையின் படத்தை பகிர்ந்துள்ளனர்.,They have shared a picture of a hospital on their Facebook page as the board decided to build a huge Babri hospital on five acres of land available to the Muslim Waqf Board to replace the Babri Masjid that was unjustly demolished by a court order.,misinformation,False,True,False,hospital
Babri Hospital to be built by Sunni Waqf Board and will be headed by Dr Kafeel Khan,Babri Hospital to be built by Sunni Waqf Board and will be headed by Dr Kafeel Khan,misinformation,False,True,False,hospital
सुन्नी वक्फ बोर्ड ने सुप्रीम कोर्ट की ओर से अयोध्या में मिली 5 एकड़ जमीन पर 'बाबरी अस्पताल' बनवाने का फैसला किया है. डॉ कफील खान इसके डायरेक्टर होंगे.,The Sunni Waqf Board has decided to build a 'Babri Hospital' on 5 acres of land acquired by the Supreme Court in Ayodhya. Dr Kafeel Khan will be its director.,misinformation,False,True,False,hospital
"One positive patient for Coronavirus found in Barabanki, India","One positive patient for Coronavirus found in Barabanki, India",misinformation,True,False,False,patient
Claim an image of an infant injured in the West Bengal train stone pelting incidence for cab protest,Claim an image of an infant injured in the West Bengal train stone pelting incidence for cab protest,misinformation,True,False,False,incidence
"Po prvi puta u povijesti cijepljenja, takozvana posljednja generacija mRNA cjepiva izravno utječe na genetski materijal bolesnika i na taj način mijenja njegov individualni genetski materijal, što predstavlja genetsku manipulaciju, nešto što je već zabranjeno i od tada se smatra kriminalnim djelom","For the first time in the history of vaccination, the so-called last generation of mRNA vaccine directly affects the genetic material of the patient and thus changes his individual genetic material, which is genetic manipulation, something that is already banned and has since been considered a crime.",misinformation,True,False,False,patient
“Research illustrates a clear correlation between vitamin D deficiencies and (higher) COVID-19 mortality rates.”,“Research illustrates a clear correlation between vitamin D deficiencies and (higher) COVID-19 mortality rates.”,misinformation,True,False,False,mortality
"COVID-19 má smrtnosť na úrovni bežnej virózy, tj. menšiu ako chrípka","COVID-19 has mortality at the level of normal virosis, i.e. less than the flu",misinformation,True,False,False,mortality
Covid-19 má nižší smrtnost než chřipka,Covid-19 has a lower mortality rate than the flu,misinformation,True,False,False,mortality
"Ein Bericht „führender Gesundheitsexperten“ aus Israel zeige, dass noch nie ein Impfstoff so viele Menschen „geschädigt“ habe wie der Covid-19-Impfstoff. Die Sterblichkeit in Israel sei im Zusammenhang mit den Impfungen stark gestiegen.","A report by ""leading health experts"" from Israel shows that never before has a vaccine ""harmed"" so many people as the Covid-19 vaccine. Mortality in Israel has risen sharply in connection with the vaccinations.",misinformation,True,False,False,mortality
भगत सिंह की छोटी बहन प्रकाश कौर 96 वर्ष की आयु में आज हमारे बीच नहीं रही.,Bhagat Singh's younger sister Prakash Kaur is no more with us today at the age of 96.,misinformation,True,False,False,age
Yedikule Göğüs Hastalıkları Hastanesi'nde koronavirüs tespit edildiği iddiası,The claim that coronavirus was detected in Yedikule Chest Diseases Hospital,misinformation,True,False,False,hospital
A novel coronavirus patient has been identified in eastern Indian state of Bihar's Purnea district..,A novel coronavirus patient has been identified in eastern Indian state of Bihar's Purnea district..,misinformation,True,False,False,patient
Photo of a Covid-19 hospital in the northern Indian city of Lucknow,Photo of a Covid-19 hospital in the northern Indian city of Lucknow,misinformation,False,True,False,hospital
WHO proposes alcohol ban for women of childbearing age,WHO proposes alcohol ban for women of childbearing age,misinformation,False,True,False,age
"All Covid-19 hospital patients were vaccinated, except for one","All Covid-19 hospital patients were vaccinated, except for one",misinformation,True,False,False,hospital
Γιατρός πεθαίνει από τον κοροναϊό σε νοσοκομείο στη wuhan.,Doctor dies of coronavirus at a hospital in wuhan.,misinformation,True,False,False,hospital
Covid-19 treatments recommended by the dean of Thailand’s Siriraj Hospital?,Covid-19 treatments recommended by the dean of Thailand’s Siriraj Hospital?,misinformation,True,False,False,hospital
Does COVID-19 have a mortality rate of 1%-2%?,Does COVID-19 have a mortality rate of 1%-2%?,misinformation,True,False,False,mortality
Covid-19 pandemic did not affect US mortality rate,Covid-19 pandemic did not affect US mortality rate,misinformation,True,False,False,mortality
Doctors at the National Taiwan University Hospital found that COVID-19 is a combination of AIDS and SARS,Doctors at the National Taiwan University Hospital found that COVID-19 is a combination of AIDS and SARS,misinformation,True,False,False,hospital
First coronavirus patient in South Africa is cured,First coronavirus patient in South Africa is cured,misinformation,True,False,False,patient
Supreme Court justice Ruth Bader Ginsburg advocated lowering the age of sexual consent to 12,Supreme Court justice Ruth Bader Ginsburg advocated lowering the age of sexual consent to 12,misinformation,False,True,False,age
Doctor compares blood samples of a healthy person and a coronavirus patient,Doctor compares blood samples of a healthy person and a coronavirus patient,misinformation,True,False,False,patient
Así miente C5N Hospital Argerich COVID-19 coronavirus,This is how C5N Hospital Argerich COVID-19 coronavirus lies,misinformation,True,False,False,hospital
కొరోనా వైరస్ సోకిన పేషంట్ల కోసం చైనా కొత్తగా 19 రోజుల్లో 57 అంతస్థుల ఆసుపత్రి నిర్మించిన వీడియో,Video of China building a new 57-story hospital in 19 days for patients infected with the corona virus,misinformation,False,True,False,hospital
Photo shows hospital building constructed in 16 hours in Wuhan,Photo shows hospital building constructed in 16 hours in Wuhan,misinformation,False,True,False,hospital
Hospital laboratories falsify positive COVID-19 results,Hospital laboratories falsify positive COVID-19 results,misinformation,True,False,False,hospital
Image shows three of four clinical trial volunteers who have developed Bell's Palsy after receiving doses of the Pfizer-BioNTech Covid-19 vaccine,Image shows three of four clinical trial volunteers who have developed Bell's Palsy after receiving doses of the Pfizer-BioNTech Covid-19 vaccine,misinformation,True,False,False,clinical trial
"Prolonged use of mask causes hypoxia, oxygen deficiency, fatigue and loss of reflexes.","Prolonged use of mask causes hypoxia, oxygen deficiency, fatigue and loss of reflexes.",misinformation,True,False,False,fatigue
Photo shows COVID-19 patient receiving enormous hospital bill in Singapore,Photo shows COVID-19 patient receiving enormous hospital bill in Singapore,misinformation,True,False,False,"hospital, patient"
"In the first days of his 2021 term, U.S. President Joe Biden temporarily froze a federal rule initiated by former President Donald Trump aimed at lowering insulin and EpiPen prices.","In the first days of his 2021 term, U.S. President Joe Biden temporarily froze a federal rule initiated by former President Donald Trump aimed at lowering insulin and EpiPen prices.",misinformation,True,False,False,insulin
"Biden reversed an executive order to reduce cost of insulin, epinephrine","Biden reversed an executive order to reduce cost of insulin, epinephrine",misinformation,True,False,False,insulin
Biden reversed Trump's executive order on insulin prices,Biden reversed Trump's executive order on insulin prices,misinformation,True,False,False,insulin
