text,label_name,label,verdict_norm
"Image shows Jesuit priest and tribal activist Father Stan Swamy on oxygen support with his feet chained to the footboard of a hospital bed. He passed away in custody on July 5, 2021, at the age of 84.",misinformation,0,misinformation
An image of an old man chained to a hospital bed is of Father Stan Swamy.,misinformation,0,misinformation
"An old man has been chained to a viral hospital bed on social media. It is claimed that the picture was taken by Father Stan Swamy, the head of the tribal rights movement. Our search has proved that this picture is from Agra in Uttar Pradesh. Stan Swamy has nothing to do with the picture.",misinformation,0,misinformation
Photo shows Father Stan Swamy chained in hospital,misinformation,0,misinformation
late Jesuit priest Stan Swamy tied to a hospital bed in Uttar Pradesh,misinformation,0,misinformation
"Viral video shows the alarming COVID-19 situation in Gandhi hospital in Hyderabad, Telangana.",misinformation,0,misinformation
Video of Kid Pushing Stretcher in Bihar's Hospital,misinformation,0,misinformation
Video of a boy pushing a stretcher in a hospital with a patient on it is from Bihar.,misinformation,0,misinformation
The upper age limit for Hindus in the civil services examination is 32 years and the age limit for Muslims is 35 years.,misinformation,0,misinformation
Viral photo shows a waterlogged hospital in Bihar.,misinformation,0,misinformation
Dead body of a COVID-19 patient transmits the novel coronavirus,misinformation,0,misinformation
The video shows oxygen wastage in Delhis Deen Dayal Upadhyay Hospital.,misinformation,0,misinformation
"The coronavirus does not show symptoms of infection until after several days. When the patient has a fever and cough, he goes to the hospital, and the lungs already show 50% fibrosis, so it is too late",misinformation,0,misinformation
Pablo Iglesias has tested positive for coronavirus after being tested in a private hospital in Madrid,misinformation,0,misinformation
coronavirus patient in Chiapas,misinformation,0,misinformation
"""Researchers: Mortality Rates Soar in Israel After Pfizer's COVID Vaccination""",misinformation,0,misinformation
VACCINES KILL MORE THAN DISEASE!!! Research: Vaccine mortality rate for elderly in Israel 40 times higher than deaths from COVID-19”.,misinformation,0,misinformation
Israel: HOSPITAL CROWDED WITH PATIENTS WHO TAKE THE COVID 19 VACCINE WITH SERIOUS ADVERSE EFFECTS,misinformation,0,misinformation
"Nurse caught with patient with Covid-19 Nurse would be with patient A professional was caught, by hospital staff, in the emergency ward, with a patient infected with coronavirus",misinformation,0,misinformation
"Nurse Sandra M. Guerra was fired at the beginning of the evening for having naively divulged images of the ICU Reference of the Chinese Virus From the Hospital Couto Maia, in Bahia, today, 21/04/202",misinformation,0,misinformation
Attention: Internal Message from Stanford Hospital Board: The new Coronavirus may not show signs of infection for many days. How can anyone know if they are infected?,misinformation,0,misinformation
The most recent international study shows that countries that used hydroxychloroquine early had a mortality rate 79% lower than countries that banned its use.,misinformation,0,misinformation
According to information gathered by Rádio Litoral FM Carlos Bolsonaro was today at the Army's Central Hospital in Rio de Janeiro and was vaccinated against Covid-19,misinformation,0,misinformation
Carlos Bolsonaro was today at the Army's Central Hospital in Rio de Janeiro and was vaccinated against COVID-19. #CarluxoFuraFila,misinformation,0,misinformation
"Today began the appointment of mammograms at Hospital Mário Kroeff, from 9 am to 3 pm, call tel: let the women know it's free. Please don't forget to share it with other groups. #Pink October",misinformation,0,misinformation
"Pineapple hot water please spread !! please spread it!! Professor Chen Huiren of Beijing Army General Hospital emphasized that if everyone who receives this bulletin can take ten copies with others, surely at least one life will be saved... I have fulfilled some of my responsibilities, I hope that you also get .. Thanks! Pineapple hot water can save a lifetime Hot pineapple ~ can kill cancer cells. Cut 2 to 3 pieces of thinner pineapple into a cup, add hot water, it will be ""alkaline water"", drink it every day, it's good for anyone. Hot pineapple releases anti-cancer substances, which are the latest advances in effective cancer treatment in medicine. The warm fruit of pineapple has the effect of killing cysts and tumors. Proven to repair all types of cancer. Pineapple hot water can kill all germs and toxins in the body as a result of allergies Pineapple extract type of medicine only destroys violent cells, does not affect healthy cells. In addition, pineapple amino acids and polyphenols in pineapple juice can regulate high blood pressure, effectively preventing the blockage of internal blood vessels, adjusting blood circulation and reducing blood clots. After reading, tell others, family, friends, Take care of your own health. Please don't hide the message... Spread it and you'll save your life.",misinformation,0,misinformation
The same woman survived Covid-19 at age 102 and was the first to receive the Covid-19 vaccine at age 90.,misinformation,0,misinformation
The claim that coronavirus was detected in Istanbul Ümraniye Training and Research Hospital,misinformation,0,misinformation
"Gandhi Hospital has reported more than a hundred cases of corona virus, four of which have died.",misinformation,0,misinformation
Voting is not mandatory for voters over 60 years of age.,misinformation,0,misinformation
The allegation that a person was quarantined with a diagnosis of coronavirus at Istanbul Capa Medical Faculty,misinformation,0,misinformation
"Dolores Cahill: “And the reason I say that is because I’ve been researching the immune system for 25 years, and there’s a huge problem with making RNA vaccines against RNA viruses, because during 20 out of 40 years of testing those vaccines on animals it happened that one-third Some of these RNA vaccines have also been tested on humans, children and babies, and in some cases half of the children ended up in hospital due to severe damage, and in one case, two babies from a total of 35 died during the study. So the side effects and deaths over the last 20 years related to RNA vaccines have obviously been so bad that they have so far approved a ZERO coronavirus vaccine. """,misinformation,0,misinformation
Warning from the virologist at the Hospital Clínico de Málaga on the Delta variant of coronavirus,misinformation,0,misinformation
"Bernie Sanders ""s not leading me with black voters under the age — look, just all I know is, I am leading everybody, combined, with black voters.""",misinformation,0,misinformation
Video of empty covid-19 beds in a hospital shows the reality of the coronavirus pandemic in Brazil,misinformation,0,misinformation
"Coronavirus has been shown to be less dangerous than the influenza virus, as shown by mortality data in the general population.",misinformation,0,misinformation
"COVID-19 mortality rates are very low, therefore COVID-19 is not an important public health concern; if you are 70+ years old, you have a 0.054% chance of dying from COVID-19",misinformation,0,misinformation
Iran launches missiles at US base in Iraq. Trump promises to reduce Iran to the stone age. China and Russia move.,misinformation,0,misinformation
"The coronavirus is actually a smokescreen to cover up, cover up the growing mortality rate from a real global epidemic - lung chemtrails",misinformation,0,misinformation
The doctor who treated the first COVID-19 patient in Cartagena died,misinformation,0,misinformation
"Vaccination mortality in Israel is many times higher than the mortality of the general population, and it is especially high among those under 65! In Israel more than 200 times. People with HEART PROBLEMS (1) have been affected, and the vaccinated (2) are suffering from kovid-19!",misinformation,0,misinformation
"Doctors in the US receive 13,000. dollars per patient diagnosed with Covid-19",misinformation,0,misinformation
44 Health Workers Positive for Covid at Type B Hospital Parepare,misinformation,0,misinformation
Two Nurses at Sardjito Hospital Infected with Corona Virus,misinformation,0,misinformation
Kanusojo Hospital Balikpapan Has Received Positive Corona Virus Patients,misinformation,0,misinformation
"Video ""A sad story from ITALY, his mother died of a COVID-19 patient""",misinformation,0,misinformation
A visual proving the absence of excess mortality due to Covid-19,misinformation,0,misinformation
"Doctors are being pressured to write COVID-19 on death certificates, but this is not the main cause of death. Medicare also gives $ 13,000 to hospitals for every COVID-19-positive patient, and when a patient needs mechanical breathing support, the hospital where he or she is being treated receives $ 40,000. Thus, hospitals ""charge"" more COVID-19 positive patients for profit.",misinformation,0,misinformation
A graph shows the very low impact of Covid-19 in terms of mortality,misinformation,0,misinformation
Video of a patient with coronavirus in Paraguay,misinformation,0,misinformation
Video of a patient with coronavirus in Argentina,misinformation,0,misinformation
Ramón y Cajal Hospital in Madrid with bags with deaths from COVID-19 coronavirus,misinformation,0,misinformation
Patient with coronavirus in Chiapas,misinformation,0,misinformation
Hospital saturated in Italy by coronavirus,misinformation,0,misinformation
Italian study shows that the use of hydroxychloroquine in hospitalized patients with covid-19 is associated with reduced mortality,misinformation,0,misinformation
A hospital in Lyon has seen an increase in strokes in patients vaccinated against Covid-19,misinformation,0,misinformation
The European Commission recommends pushing back the retirement age to 67 or 70,misinformation,0,misinformation
"""If you go to every hospital in this country and you ask them one question, which is, ‘How would it have been for you last year if every one of your bills were paid at the Medicare rate?’ Every single hospital administrator said they would close.""",misinformation,0,misinformation
"“If you go to every hospital in this country and you ask them one question, which is, ‘How would it have been for you last year if every one of your bills were paid at the Medicare rate?’ Every single hospital administrator said they would close. And the Medicare-for-all bill requires payments to stay at current Medicare rates. So to some extent, we’re supporting a bill that will have every hospital closing.”",misinformation,0,misinformation
"Anti-mask and anti-vaccine Dr. Tarun Kothari Dean of Nair Hospital, Mumbai",misinformation,0,misinformation
Coronavirus infection has been detected in a patient in Nadia's Kalyani,misinformation,0,misinformation
Actor Dwayne Johnson has died at the age of 46,misinformation,0,misinformation
"Posting a picture of Mamata Banerjee lying in the hospital, she claimed, ""According to the viral picture, Didi was injured in her right leg, but why plaster on her left leg?""",misinformation,0,misinformation
"The clinical trial of COVID-19 vaccines should have been done on laboratory animals, not people. It is not a vaccine, it is a human trial.",misinformation,0,misinformation
The Washington Post confirms the origin of the coronavirus patient zero was an employee of the famous virology laboratory in the Chinese city of Wuhan,misinformation,0,misinformation
Medical report of the PCR test of the Hospital Quirónsalud Barcelona: Illa positive for coronavirus Covid-19,misinformation,0,misinformation
"At the Hospital 12 de Octubre in Madrid, people aged 70 and over are vaccinated with Pfizer without prior appointment",misinformation,0,misinformation
COVID-19 incidence statistics are artificially high because the flu is diagnosed as COVID-19.,misinformation,0,misinformation
"ICU of a Valencia hospital empty on September 29, 2020",misinformation,0,misinformation
"At the Virgen Macarena Hospital in Seville, the entire cardiovascular service has tested positive for coronavirus along with several emergency room nurses",misinformation,0,misinformation
Those over 60 years of age can pick up a pack of three masks per month from pharmacies starting on Wednesday 29th of July,misinformation,0,misinformation
Photo of the medical report of a COVID-19 patient in Cartagena Murcia,misinformation,0,misinformation
Mortality (from coronavirus) was many times lower than expected and close to mortality from ordinary seasonal flu (0.2%).,misinformation,0,misinformation
"In China, in 2 days, a hospital was built for infected with coronavirus",misinformation,0,misinformation
"Women who become infertile from the vaccine are not a conspiracy theory. Former Pfizer Lead Scientist / Former Vice President Mike Yeedon claims covid-19 vaccines can cause infertility in women. “… It is expected that it will induce the formation of humoral antibodies against the spike proteins of SARS-CoV-2. Syncytin-1, which is derived from human endogenous retroviruses (HERV) and is responsible for the development of the placenta in mammals and humans, and therefore is an essential prerequisite for a successful pregnancy, is also found in homologous form in the spike proteins of SARS viruses. There is no indication as to whether antibodies against the spike proteins of SARS viruses will act as antibodies against syncytin-1. However, if this were the case, it would also prevent placenta formation, which would lead to the actual infertility of the vaccinated women. As far as I know, Pfizer / BioNTech has not yet released samples of written materials provided to patients, so it is unclear what information, if any, is included in the (potential) fertility risks associated with antibodies. According to section 10.4.2 of the Pfizer / BioNTech study protocol, a woman of childbearing age (WOCBP) is eligible to participate as long as she is not pregnant or breastfeeding and is using an acceptable method of contraception as described in the study protocol at the time of the intervention - period (minimum 28 days after last dose of study intervention). This means that it may take a relatively long time before a noticeable number of cases of post-vaccination infertility can be observed. Vaccines have long been used as a means of delivering sterilizing agents to women, and not only in third world countries. And we were repeatedly told that pregnant women should be among the first to receive the COVID vaccine - right on command ... ”We just have to add that we know that as one of the main declared goals of the Bill Gates Foundation - one of the the main initiators of this fake pandemic are the reduction of the world's population. It is almost unbelievable that infertility as one of the “unintended” consequences of these COVID vaccines would not be discussed in Pfizer board meetings. This pandemic has not only led to the most massive transfer of wealth from the middle class to the elite, effectively killing tens of thousands of small businesses, but has the potential to dramatically reduce the world's population, Friends. Demand abortion has not had the effect on the world's population that they hoped for, as people refuse to kill their unborn children - now more drastic action is needed. This is the entrance to our world of a new communism or Bolshevism, call it what you want, Friends, by instilling medical fascism in society. By the way, the same doctor explained that the ""pandemic"" was over, criticizing the PCR tests as well as their creator, the Nobel Prize winner, stating that they are complete bullshit and a hat, that they do not detect covid, but inanimate, unable to reproduce and infect pieces of any coronavirus (not just covid) in the body or corpses of coronaviruses that cannot reproduce, and that medicine and science are now in the Middle Ages.",misinformation,0,misinformation
"According to Provisional Measure No. 922 / of March 18, 2020, citizens over 60 years of age who are on the streets as of 03/20/2020, will have their retirement suspended indefinitely. Children and grandchildren over 18 years of age will be liable with a fine of R$1,045.00 (one thousand and forty-five reais). This measure was taken to ensure public/private health from the current threat of COVID19",misinformation,0,misinformation
"According to Provisional Measure No. 922/ of March 18, 2020, citizens over 60 years of age who are on the streets as of 03/20/2020 will have their retirement suspended indefinitely.",misinformation,0,misinformation
False nurse arrested at the hospital where Bolsonaro was admitted,misinformation,0,misinformation
Civil Police of SP has just arrested a fake nurse inside the premises of Vila Nova Star where President Jair Bolsonaro is hospitalized. Joilton Batista Silverio was detained by hospital security on the floor where Bolsonaro is recovering from intestinal obstruction. He has a police record for attempted murder and is affiliated with the PCdoB,misinformation,0,misinformation
Civil Police of SP arrested a fake nurse inside the Vila Nova Star where President Jair Bolsonaro is hospitalized. Joilton Batista Silverio was detained by hospital security on the floor where Bolsonaro is recovering from intestinal obstruction. He has a police record for attempted murder and is a member of the PCdoB.,misinformation,0,misinformation
False nurse arrested in hospital where Bolsonaro is hospitalized,misinformation,0,misinformation
FDA warned of risk of heart attack from Covid-19 vaccine.,misinformation,0,misinformation
Carlos Bolsonaro was vaccinated against Covid-19 at the Army's Central Hospital in Rio de Janeiro,misinformation,0,misinformation
"Slovakia is the first country in the European Union to officially register ivermectin for treatment against covid. The mortality rate in nursing homes is around 30%. After treating residents with ivermectin, that rate in one case series dropped to about 5%.",misinformation,0,misinformation
Wuhan hospital in China under construction,misinformation,0,misinformation
"Empty hospital beds, the reality of the pandemic in Brazil",misinformation,0,misinformation
Disha Ravi is a single mother at the age of 21,misinformation,0,misinformation
Amitabh Bachchan recorded a video message for doctors of Nanavati hospital after he was hospitalised post testing COVID positive,misinformation,0,misinformation
"Bharat Biotech’s Made-in-India vaccine against Covid-19, Covaxin, has been approved for children above the age of 12 years.",misinformation,0,misinformation
"Coronavirus case numbers are so high because anyone who walks into hospital - be it with a broken leg or bullet wound - is ""written up as Covid positive"".",misinformation,0,misinformation
"COVID-19 is being put on death certificates fraudulently, without a test having been carried out and when the patient died of something else.",misinformation,0,misinformation
"""Instructed the Ministry of Labor of Russia, together with the Ministry of Finance of Russia, to develop measures to promote employment in the labor market for citizens of pre-retirement age""",misinformation,0,misinformation
"“The increase in life expectancy is associated with a decrease in mortality among people of working age. According to preliminary data from Rosstat, the mortality rate of people of working age in the Russian Federation in 2018 compared to 2017 decreased by 0.6% (from 484.5 to 481.6 per 100 thousand people) """,factual,1,factual
The Ibiza hospital is increasing the numbers of infections by COVID-19,misinformation,0,misinformation
"""There has been no country in Europe with a higher incidence of deaths per inhabitant (than Spain)""",misinformation,0,misinformation
"""Hospital admissions for COVID plummeted in the last week (-66%) and also fell in ICUs (-11%)""",misinformation,0,misinformation
"Clip of last night, with doctors at the Reliance Foundation Hospital, Mumbai. You are a Legend Rishiji you will always be in our hearts and mind",misinformation,0,misinformation
The mortality rate of infection with the Delta variant of the SARS-CoV-2 coronavirus is higher in the vaccinated group than in the unvaccinated group.,misinformation,0,misinformation
"Vaccinations, which may start on January 25, will no longer cover the entire group of seniors, as it was planned, but only those over 70 years of age.",misinformation,0,misinformation
"Once upon a time, Italy, where it all began in Europe, we remember these huge numbers, today there is a daily incidence of coronavirus there is 150-200, and in Poland 700-1000.",misinformation,0,misinformation
"The new Apple Watch Series 4 includes ""the first ECG product offered over-the-counter directly to consumers.""",misinformation,0,misinformation
Says “no one under the age of 20 has died of the coronavirus. We still don’t know whether children can get it and transmit it to others.”,misinformation,0,misinformation
"Says U.S. Sen. Sherrod Brown and Dayton Mayor Nan Whaley were ""totally misrepresenting what took place inside of the hospital. Their news conference after I left for El Paso was a fraud. It bore no resemblance to what took place with those incredible people that I was so lucky to meet and spend time with.""",misinformation,0,misinformation
"“Disparities in infant mortality between white America and black America (are) greater today, in 2019, than in the year 1850...”",factual,1,factual
"Says Martin Luther King Jr. ""was killed (smothered) in the hospital"" and ""the US government was found guilty in a court of law of conspiring to kill him.""",misinformation,0,misinformation
“Shands Hospital of Gainesville Florida has confirmed its first case of coronavirus.”,misinformation,0,misinformation
"“The drinking age, as I noted, was 18, so the seniors were legal, senior year in high school, people were legal to drink.”",misinformation,0,misinformation
"""DMX received COVID vaccine days before heart attack.""",misinformation,0,misinformation
Is this message from an infectious disease specialist at Toulouse University Hospital on 4 serious cases of coronavirus true?,misinformation,0,misinformation
"Picture of the oldest person alive at the age of 273 years, a Chinese Muslim.",misinformation,0,misinformation
"After publicly announcing his cancer diagnosis in February 2020, Rush Limbaugh retired from the ""Rush Limbaugh Show.""",misinformation,0,misinformation
"A gunman associated with the Black Lives Matter (BLM) movement shot and wounded two Los Angeles County sheriff's deputies on Sept. 12, 2020, and BLM protesters afterwards blocked emergency access to the hospital where the deputies received medical treatment.",misinformation,0,misinformation
"U.S. President Donald Trump issued an executive order in July 2020 that will lower the price Americans pay for insulin to ""pennies a day.""",misinformation,0,misinformation
Rapper DMX had a Covid-19 vaccine days before he died of a heart attack.,misinformation,0,misinformation
DMX took the COVID-19 vaccine days before he suffered a heart attack.,misinformation,0,misinformation
"“WHO data shows [that] ivermectin reduces COVID-19 mortality by 81%, but they won’t recommend it?”",misinformation,0,misinformation
Viral video of patients lying outside the hospital is in Hyderabad,misinformation,0,misinformation
Content Verified: Sappno website post states that study proved that the use of chloroquine and azithromycin is responsible for the cure of 98.7% of patients with covid-19 in a French hospital,misinformation,0,misinformation
Joe Biden is responsible for the rising cost of insulin,misinformation,0,misinformation
Legalization of abortion reduces maternal mortality,factual,1,factual
Child malnutrition globally causes half of deaths in children under five years of age,factual,1,factual
Hunger encompasses more than 50% of children and young people under 17 years of age,misinformation,0,misinformation
Argentina is the country with the highest childhood obesity in Latin America,factual,1,factual
"A chain letter about the new type of corona virus has been haunting social networks for weeks. Sometimes it says that the advice comes from ""experts from Taiwan"" or an ""Italian doctor"" from the Chinese city of Shenzhen; sometimes it is a ""hospital chief physician & ward management"", the city of Vienna or the UN children's aid organization Unicef. The chain letter is divided into several versions in different languages. The core of the text is often the claim that the Sars-CoV-2 pathogen dies at 26 to 27 degrees Celsius.",misinformation,0,misinformation
"The city of Bergamo in northern Italy is one of the communities hardest hit by the corona pandemic. A chain letter shared on WhatsApp and Facebook said that 800 people died of Covid-19 in just one day. It says about the Italian song ""Rinascerò, Rinascerai"" by the singer Roby Facchinetti, whose copyrights have been transferred to the Bergamo hospital. And further: ""Every click on the video is a kind of donation, as YouTube pays the owner money per click.""",misinformation,0,misinformation
Covid-19 patient also infected with black fungus claimed from in Sri Lanka,misinformation,0,misinformation
Thailand successfully cures Wuhan coronavirus patient with marijuana,misinformation,0,misinformation
There is a positive patient infected with the Wuhan Corona virus at the Bahteramas Hospital Kendari,misinformation,0,misinformation
"In Brazil, a doctor died as a participant in a clinical study as a result of a corona vaccination.",misinformation,0,misinformation
RKI confirms Covid-19 mortality rate of 0.01 percent in Germany,misinformation,0,misinformation
"On average, more people per day would die from incorrect treatment, hospital germs and drug side effects than from Covid-19.",misinformation,0,misinformation
"The corona pandemic has now ""ended"" if the World Health Organization (WHO) had not changed its ""guidelines""; In the past, a high mortality rate was a prerequisite for the ""pandemic"" definition.",misinformation,0,misinformation
"The first result of the controversial age test in Sweden: of the 581 “underage” asylum seekers examined, around 75 percent are older than 18 years.",misinformation,0,misinformation
"All 75 employees of the children's ward at Mannheim University Hospital had side effects after the first dose of Covid-19 vaccine; all 30 employees who received the second dose were on sick leave with ""sometimes severe side effects"".",misinformation,0,misinformation
What is completely incomprehensible is that women who do not have children - or children over the age of 16 - work more part-time than mothers of young children.,factual,1,factual
"Women who do not have children, or who have children over the age of 16, work more part-time than mothers of young children.",factual,1,factual
"Amid the rapidly growing COVID-19 infection in the country, the video, which went viral on social media, shows a crowd of patients inside the hospital. The video is being shared by social media users with various claims, including from a hospital in Bangalore.",misinformation,0,misinformation
"It is being claimed that according to this year's budget, senior citizens above 75 years of age will no longer have to pay tax.",misinformation,0,misinformation
"New Delhi: The World Health Organization (WHO) said on January 22 that there was no scientific reason for a healthy person to wear a face mask outside a hospital, according to a viral post on social media.",misinformation,0,misinformation
Smoking protects against coronavirus,misinformation,0,misinformation
The study showed a lower incidence of covid-19 contagion among active workers who are exercising their professional activity normally and leaving home every day,misinformation,0,misinformation
How to know you are infected with Covid-19: 1. Itchy throat 2. Dry throat 3. Dry cough 4. High temperature 5. Shortness of breath 6. Loss of smell…,factual,1,factual
Ensuring literacy for children up to seven years of age,misinformation,0,misinformation
"“Deaths worldwide between 01/01/2020 and 31/12/2020 Abortions….42,652,318 HIV/AIDS 42,371,649 Cancer….8,226,779 Malaria….395,006 Smoking… . 5,007,485 Alcohol .... 2,505,326 Suicides .... 1,074,164 Traffics .... 1,352,186 Coronavirus .... 1,810,360 Sources: Worldmeters and Google Deaths will not always be caused by a virus , there are worse things killing the population.”",misinformation,0,misinformation
Ceará today has one of the lowest infant mortality rates in Brazil,misinformation,0,misinformation
Since we have observed an increase in suicide in this age group [child and adolescent],factual,1,factual
Guidelines from the RHP - (Real Hospital Português) on how to better face the coronavirus: 01. Take Vit C; 02. Vitamin E; 03. 10:00 - 11:00 sunlight for 15-20 minutes; 04. Eat eggs; 05. Rest / sleep for 7 to 8 hours; 06. Drink 1.5L of water daily and all meals should be hot (not cold). It's what we do at the hospital,misinformation,0,misinformation
"Reviewing: First phase of immunization of the Elderly March 1st - 74 years old March 2nd - 73 years old (...) March 25th - 56 years old March 26th - 55 years old If you haven't arrived in these age groups, a friend or relative of yours for sure, pass you on too",misinformation,0,misinformation
"The mask requirement is a ""compulsory medical measure"". The occupational health regulations for FFP2 masks cannot be implemented in everyday life. Angela Merkel closed 20 hospitals and 3,000 hospital beds in 2020. So far, 0.08 percent of the German population has died of Corona, which is out of proportion to the measures.",misinformation,0,misinformation
The Conservatives’ ambition is a state pension age of 75.,misinformation,0,misinformation
The average age of death from Covid-19 is 82.,factual,1,factual
"The average age of Covid-19 deaths is higher than the average life expectancy, which means that people who get Covid live longer.",misinformation,0,misinformation
Four million people have diabetes.,factual,1,factual
A study on vitamin D and Covid-19 shows an 80% reduction in need for ICU and a 60% reduction in deaths. The study demonstrates that the clear relationship between vitamin D and Covid mortality is causal.,misinformation,0,misinformation
Photo of woman sitting outside hospital with oxygen cylinder is related to COVID-19 pandemic,misinformation,0,misinformation
A 37-year-old South African woman has given birth to 10 children on social media. All the children are well in the hospital. The woman's name is Gosim Sethol. The children include seven boys and three girls.,misinformation,0,misinformation
Mumbai's Shree Swaminarayan Mandir converted into Kovid Hospital,misinformation,0,misinformation
The doctor of Nanavati Hospital told the treatment of corona,misinformation,0,misinformation
Shree Swaminarayan Mandir in Mumbai has been converted into a Kovid Hospital,misinformation,0,misinformation
Video shows medical staff cheering after the last coronavirus patient recovered in New Zealand and the Covid-19 ward was shut.,misinformation,0,misinformation
A video shows a minor boy pushing a hospital stretcher in Bihar. It reveals the ruthlessness of the BJP-JD(U) government.,misinformation,0,misinformation
Video shows healthcare worker faking Covid-19 vaccination at a hospital in India. The syringe is withdrawn from an elderly man without administering the vaccine.,misinformation,0,misinformation
Largest retrospective study in hospitalized patients shows that hydroxychloroquine significantly reduces the risk of mortality from covid-19,misinformation,0,misinformation
"The number of deaths registered by covid-19 in the country is overestimated, including deaths from pneumonia, stroke and heart attack.",misinformation,0,misinformation
Video of Patanjali’s Balkrishna admitted to hospital by Baba Ramdev recently,misinformation,0,misinformation
Message from the BMC – ‘There is a higher stage of corona which cannot be detected but is infected to small children till the age of 30’,misinformation,0,misinformation
No more door-to-door distribution of Kovid vaccines and vaccinations for those under 45 years of age,misinformation,0,misinformation
"""The infection [Covid-19] in school-age children is very low, it is very small""",factual,1,factual
"In children, “the mortality risk from COVID-19 is actually lower than from the flu. The risk of severe disease or hospitalization is about the same”.",factual,1,factual
"By administering hydroxychloroquine combined with azithromycin, they were able to observe an improvement in all cases, except in one patient",misinformation,0,misinformation
Australia hospital staff gifts Tom Hanks a volleyball while being quarantined for Coronavirus.,misinformation,0,misinformation
Video Shows Situation In A New York Hospital Full Of Dead Bodies,misinformation,0,misinformation
Image shows doctors and nurses dead due to the COVID-19 in hospital in Italy.,misinformation,0,misinformation
Video shows young woman in Spanish hospital collapsing after covid vaccination.,misinformation,0,misinformation
